packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us,censorlab_packet_index,action,blocked
64,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,601,112000000,65,drop,1
65,1,15,application,text,10b6d66721eb7ff74e9b8f8339b2e37e,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,112181000,66,allow,0
66,1,16,application,presence,ac59fa654046389bbba66a623f38d355,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,113000000,67,drop,1
67,1,16,application,presence,ac59fa654046389bbba66a623f38d355,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,113141000,68,allow,0
68,1,16,application,presence,ac59fa654046389bbba66a623f38d355,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,185,113000000,69,drop,1
69,1,16,application,presence,ac59fa654046389bbba66a623f38d355,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,113181000,70,allow,0
70,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,0,5,client_to_server,data,tcp,203.0.113.11,8443,925,114000000,71,drop,1
71,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,1,5,client_to_server,data,tcp,203.0.113.11,8443,925,114001000,72,drop,1
72,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,2,5,client_to_server,data,tcp,203.0.113.11,8443,925,114002000,73,drop,1
73,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,3,5,client_to_server,data,tcp,203.0.113.11,8443,925,114003000,74,drop,1
74,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,4,5,client_to_server,data,tcp,203.0.113.11,8443,585,114004000,75,drop,1
75,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,114145000,76,allow,0
76,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,0,5,client_to_server,data,udp,203.0.113.21,8443,925,114000000,77,drop,1
77,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,1,5,client_to_server,data,udp,203.0.113.21,8443,925,114001000,78,drop,1
78,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,2,5,client_to_server,data,udp,203.0.113.21,8443,925,114002000,79,drop,1
79,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,3,5,client_to_server,data,udp,203.0.113.21,8443,925,114003000,80,drop,1
80,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,4,5,client_to_server,data,udp,203.0.113.21,8443,585,114004000,81,drop,1
81,1,17,application,media,e38594a0ba58c084ad65ba34d2de2598,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,114185000,82,allow,0
82,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,0,10,client_to_server,data,tcp,203.0.113.11,8443,925,115000000,83,drop,1
83,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,1,10,client_to_server,data,tcp,203.0.113.11,8443,925,115001000,84,drop,1
84,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,2,10,client_to_server,data,tcp,203.0.113.11,8443,925,115002000,85,drop,1
85,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,3,10,client_to_server,data,tcp,203.0.113.11,8443,925,115003000,86,drop,1
86,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,4,10,client_to_server,data,tcp,203.0.113.11,8443,925,115004000,87,drop,1
87,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,5,10,client_to_server,data,tcp,203.0.113.11,8443,925,115005000,88,drop,1
88,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,6,10,client_to_server,data,tcp,203.0.113.11,8443,925,115006000,89,drop,1
89,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,7,10,client_to_server,data,tcp,203.0.113.11,8443,925,115007000,90,drop,1
90,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,8,10,client_to_server,data,tcp,203.0.113.11,8443,925,115008000,91,drop,1
91,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,9,10,client_to_server,data,tcp,203.0.113.11,8443,181,115009000,92,drop,1
92,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,115150000,93,allow,0
93,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,0,10,client_to_server,data,udp,203.0.113.21,8443,925,115000000,94,drop,1
94,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,1,10,client_to_server,data,udp,203.0.113.21,8443,925,115001000,95,drop,1
95,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,2,10,client_to_server,data,udp,203.0.113.21,8443,925,115002000,96,drop,1
96,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,3,10,client_to_server,data,udp,203.0.113.21,8443,925,115003000,97,drop,1
97,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,4,10,client_to_server,data,udp,203.0.113.21,8443,925,115004000,98,drop,1
98,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,5,10,client_to_server,data,udp,203.0.113.21,8443,925,115005000,99,drop,1
99,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,6,10,client_to_server,data,udp,203.0.113.21,8443,925,115006000,100,drop,1
100,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,7,10,client_to_server,data,udp,203.0.113.21,8443,925,115007000,101,drop,1
101,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,8,10,client_to_server,data,udp,203.0.113.21,8443,925,115008000,102,drop,1
102,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,9,10,client_to_server,data,udp,203.0.113.21,8443,181,115009000,103,drop,1
103,1,18,application,file,0e6aaf51c2910a4ac5b46d2d5728cd64,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,115190000,104,allow,0
104,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,116000000,105,drop,1
105,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,116001000,106,drop,1
106,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,116142000,107,allow,0
107,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,0,2,client_to_server,data,udp,203.0.113.21,8443,925,116000000,108,drop,1
108,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,1,2,client_to_server,data,udp,203.0.113.21,8443,213,116001000,109,drop,1
109,1,19,application,realtime,6fdc3ea09e03ae16b69e30b2122662b3,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,116182000,110,allow,0
1,2,-1,calibration,calibration,,calibration,-1,0,1,client_to_server,calibration,tcp,198.51.100.1,8443,28,200000000,2,drop,1
2,2,-1000,probe,text,0fd5cb2a93495b0ceb521b8c4228532b,direct-0,0,0,1,client_to_server,data,tcp,198.51.100.1,8443,185,201000000,3,drop,1
3,2,-1000,probe,text,0fd5cb2a93495b0ceb521b8c4228532b,direct-0,0,0,1,server_to_client,ack,tcp,198.51.100.1,8443,38,201091000,4,allow,0
4,2,-1001,probe,text,7548c45a498d097f11fe35e8c0a601de,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,202000000,5,allow,0
5,2,-1001,probe,text,7548c45a498d097f11fe35e8c0a601de,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,202081000,6,allow,0
6,2,-1002,probe,text,04a498b92dbf38e0644d007c0cbde260,generated-0,0,0,1,client_to_server,data,tcp,203.0.113.10,8443,185,203000000,7,allow,0
7,2,-1002,probe,text,04a498b92dbf38e0644d007c0cbde260,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,203131000,8,allow,0
8,2,-1003,probe,text,d57892b75f0eb1349ab4d2193ad1a71d,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,204000000,9,allow,0
9,2,-1003,probe,text,d57892b75f0eb1349ab4d2193ad1a71d,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,204141000,10,allow,0
10,2,-1004,probe,text,312fb4ef3c5c5e0117bf34a2f5f20047,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,185,205000000,11,allow,0
11,2,-1004,probe,text,312fb4ef3c5c5e0117bf34a2f5f20047,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,205171000,12,allow,0
12,2,-1005,probe,text,c5543484b84009e1b3f3a43946e2facb,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,185,206000000,13,allow,0
13,2,-1005,probe,text,c5543484b84009e1b3f3a43946e2facb,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,206181000,14,allow,0
14,2,20,application,text,f9995b377cd722a98650870f5b94c454,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,601,207000000,15,allow,0
15,2,20,application,text,f9995b377cd722a98650870f5b94c454,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,207171000,16,allow,0
16,2,20,application,text,f9995b377cd722a98650870f5b94c454,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,601,207000000,17,allow,0
17,2,20,application,text,f9995b377cd722a98650870f5b94c454,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,207181000,18,allow,0
18,2,21,application,presence,8239b0b5f3d3ea8bb976a46f81851a02,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,208000000,19,allow,0
19,2,21,application,presence,8239b0b5f3d3ea8bb976a46f81851a02,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,208081000,20,allow,0
20,2,21,application,presence,8239b0b5f3d3ea8bb976a46f81851a02,ephemeral-0,1,0,1,client_to_server,data,udp,203.0.113.20,8443,185,208000000,21,allow,0
21,2,21,application,presence,8239b0b5f3d3ea8bb976a46f81851a02,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,208171000,22,allow,0
22,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,0,5,client_to_server,data,tcp,198.51.100.2,8443,925,209000000,23,allow,0
23,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,1,5,client_to_server,data,tcp,198.51.100.2,8443,925,209001000,24,drop,1
24,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,2,5,client_to_server,data,tcp,198.51.100.2,8443,925,209002000,25,drop,1
25,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,3,5,client_to_server,data,tcp,198.51.100.2,8443,925,209003000,26,drop,1
26,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,4,5,client_to_server,data,tcp,198.51.100.2,8443,585,209004000,27,drop,1
27,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,209085000,28,allow,0
28,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,0,5,client_to_server,data,udp,203.0.113.20,8443,925,209000000,29,drop,1
29,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,1,5,client_to_server,data,udp,203.0.113.20,8443,925,209001000,30,drop,1
30,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,2,5,client_to_server,data,udp,203.0.113.20,8443,925,209002000,31,drop,1
31,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,3,5,client_to_server,data,udp,203.0.113.20,8443,925,209003000,32,drop,1
32,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,4,5,client_to_server,data,udp,203.0.113.20,8443,585,209004000,33,drop,1
33,2,22,application,media,febf9330597fe9b1e12ea565d28071d4,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,209175000,34,allow,0
34,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,0,10,client_to_server,data,tcp,198.51.100.2,8443,925,210000000,35,drop,1
35,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,1,10,client_to_server,data,tcp,198.51.100.2,8443,925,210001000,36,drop,1
36,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,2,10,client_to_server,data,tcp,198.51.100.2,8443,925,210002000,37,drop,1
37,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,3,10,client_to_server,data,tcp,198.51.100.2,8443,925,210003000,38,drop,1
38,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,4,10,client_to_server,data,tcp,198.51.100.2,8443,925,210004000,39,drop,1
39,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,5,10,client_to_server,data,tcp,198.51.100.2,8443,925,210005000,40,drop,1
40,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,6,10,client_to_server,data,tcp,198.51.100.2,8443,925,210006000,41,drop,1
41,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,7,10,client_to_server,data,tcp,198.51.100.2,8443,925,210007000,42,drop,1
42,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,8,10,client_to_server,data,tcp,198.51.100.2,8443,925,210008000,43,drop,1
43,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,9,10,client_to_server,data,tcp,198.51.100.2,8443,181,210009000,44,drop,1
44,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,210090000,45,allow,0
45,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,0,10,client_to_server,data,udp,203.0.113.20,8443,925,210000000,46,drop,1
46,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,1,10,client_to_server,data,udp,203.0.113.20,8443,925,210001000,47,drop,1
47,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,2,10,client_to_server,data,udp,203.0.113.20,8443,925,210002000,48,drop,1
48,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,3,10,client_to_server,data,udp,203.0.113.20,8443,925,210003000,49,drop,1
49,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,4,10,client_to_server,data,udp,203.0.113.20,8443,925,210004000,50,drop,1
50,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,5,10,client_to_server,data,udp,203.0.113.20,8443,925,210005000,51,drop,1
51,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,6,10,client_to_server,data,udp,203.0.113.20,8443,925,210006000,52,drop,1
52,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,7,10,client_to_server,data,udp,203.0.113.20,8443,925,210007000,53,drop,1
53,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,8,10,client_to_server,data,udp,203.0.113.20,8443,925,210008000,54,drop,1
54,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,9,10,client_to_server,data,udp,203.0.113.20,8443,181,210009000,55,drop,1
55,2,23,application,file,89231755ed0b8f22efaf43d23a28a49b,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,210180000,56,allow,0
56,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,fixed-0,0,0,2,client_to_server,data,tcp,198.51.100.2,8443,925,211000000,57,drop,1
57,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,fixed-0,0,1,2,client_to_server,data,tcp,198.51.100.2,8443,213,211001000,58,drop,1
58,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,211082000,59,allow,0
59,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,ephemeral-0,1,0,2,client_to_server,data,udp,203.0.113.20,8443,925,211000000,60,drop,1
60,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,ephemeral-0,1,1,2,client_to_server,data,udp,203.0.113.20,8443,213,211001000,61,drop,1
61,2,24,application,realtime,cb0e22fe5458672d6e66ec0f952d082e,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,211172000,62,allow,0
62,2,25,application,text,48204d3024bd0aa539f72fe51fb5aa78,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,601,212000000,63,drop,1
63,2,25,application,text,48204d3024bd0aa539f72fe51fb5aa78,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,212171000,64,allow,0
64,2,25,application,text,48204d3024bd0aa539f72fe51fb5aa78,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,601,212000000,65,allow,0
65,2,25,application,text,48204d3024bd0aa539f72fe51fb5aa78,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,212181000,66,allow,0
66,2,26,application,presence,2c41a6ef58ac121f01de798fd57c00cd,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,213000000,67,drop,1
67,2,26,application,presence,2c41a6ef58ac121f01de798fd57c00cd,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,213081000,68,allow,0
68,2,26,application,presence,2c41a6ef58ac121f01de798fd57c00cd,ephemeral-0,1,0,1,client_to_server,data,udp,203.0.113.20,8443,185,213000000,69,drop,1
69,2,26,application,presence,2c41a6ef58ac121f01de798fd57c00cd,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,213171000,70,allow,0
70,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,0,5,client_to_server,data,tcp,198.51.100.2,8443,925,214000000,71,drop,1
71,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,1,5,client_to_server,data,tcp,198.51.100.2,8443,925,214001000,72,drop,1
72,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,2,5,client_to_server,data,tcp,198.51.100.2,8443,925,214002000,73,drop,1
73,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,3,5,client_to_server,data,tcp,198.51.100.2,8443,925,214003000,74,drop,1
74,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,4,5,client_to_server,data,tcp,198.51.100.2,8443,585,214004000,75,drop,1
75,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,214085000,76,allow,0
76,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,0,5,client_to_server,data,udp,203.0.113.20,8443,925,214000000,77,drop,1
77,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,1,5,client_to_server,data,udp,203.0.113.20,8443,925,214001000,78,drop,1
78,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,2,5,client_to_server,data,udp,203.0.113.20,8443,925,214002000,79,drop,1
79,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,3,5,client_to_server,data,udp,203.0.113.20,8443,925,214003000,80,drop,1
80,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,4,5,client_to_server,data,udp,203.0.113.20,8443,585,214004000,81,drop,1
81,2,27,application,media,e5dba981eb3c94a416c22d1140a0c979,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,214175000,82,allow,0
82,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,0,10,client_to_server,data,tcp,198.51.100.2,8443,925,215000000,83,drop,1
83,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,1,10,client_to_server,data,tcp,198.51.100.2,8443,925,215001000,84,drop,1
84,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,2,10,client_to_server,data,tcp,198.51.100.2,8443,925,215002000,85,drop,1
85,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,3,10,client_to_server,data,tcp,198.51.100.2,8443,925,215003000,86,drop,1
86,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,4,10,client_to_server,data,tcp,198.51.100.2,8443,925,215004000,87,drop,1
87,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,5,10,client_to_server,data,tcp,198.51.100.2,8443,925,215005000,88,drop,1
88,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,6,10,client_to_server,data,tcp,198.51.100.2,8443,925,215006000,89,drop,1
89,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,7,10,client_to_server,data,tcp,198.51.100.2,8443,925,215007000,90,drop,1
90,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,8,10,client_to_server,data,tcp,198.51.100.2,8443,925,215008000,91,drop,1
91,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,9,10,client_to_server,data,tcp,198.51.100.2,8443,181,215009000,92,drop,1
92,2,28,application,file,aee76e80b56598857ae98310c811bd93,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,215090000,93,allow,0
93,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,0,10,client_to_server,data,udp,203.0.113.20,8443,925,215000000,94,drop,1
94,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,1,10,client_to_server,data,udp,203.0.113.20,8443,925,215001000,95,drop,1
95,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,2,10,client_to_server,data,udp,203.0.113.20,8443,925,215002000,96,drop,1
96,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,3,10,client_to_server,data,udp,203.0.113.20,8443,925,215003000,97,drop,1
97,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,4,10,client_to_server,data,udp,203.0.113.20,8443,925,215004000,98,drop,1
98,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,5,10,client_to_server,data,udp,203.0.113.20,8443,925,215005000,99,drop,1
99,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,6,10,client_to_server,data,udp,203.0.113.20,8443,925,215006000,100,drop,1
100,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,7,10,client_to_server,data,udp,203.0.113.20,8443,925,215007000,101,drop,1
101,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,8,10,client_to_server,data,udp,203.0.113.20,8443,925,215008000,102,drop,1
102,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,9,10,client_to_server,data,udp,203.0.113.20,8443,181,215009000,103,drop,1
103,2,28,application,file,aee76e80b56598857ae98310c811bd93,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,215180000,104,allow,0
104,2,29,application,realtime,cd13e5051004d605e836f56439c74674,fixed-0,0,0,2,client_to_server,data,tcp,198.51.100.2,8443,925,216000000,105,drop,1
105,2,29,application,realtime,cd13e5051004d605e836f56439c74674,fixed-0,0,1,2,client_to_server,data,tcp,198.51.100.2,8443,213,216001000,106,drop,1
106,2,29,application,realtime,cd13e5051004d605e836f56439c74674,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,216082000,107,allow,0
107,2,29,application,realtime,cd13e5051004d605e836f56439c74674,ephemeral-0,1,0,2,client_to_server,data,udp,203.0.113.20,8443,925,216000000,108,drop,1
108,2,29,application,realtime,cd13e5051004d605e836f56439c74674,ephemeral-0,1,1,2,client_to_server,data,udp,203.0.113.20,8443,213,216001000,109,drop,1
109,2,29,application,realtime,cd13e5051004d605e836f56439c74674,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,216172000,110,allow,0
1,3,-1,calibration,calibration,,calibration,-1,0,1,client_to_server,calibration,tcp,198.51.100.1,8443,28,300000000,2,drop,1
2,3,-1000,probe,text,3e8ce8aed7aaca983a03c9944f99086a,direct-0,0,0,1,client_to_server,data,tcp,198.51.100.1,8443,185,301000000,3,drop,1
3,3,-1000,probe,text,3e8ce8aed7aaca983a03c9944f99086a,direct-0,0,0,1,server_to_client,ack,tcp,198.51.100.1,8443,38,301091000,4,allow,0
4,3,-1001,probe,text,5e7b036720f886e9599df1c21ddab8fa,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,302000000,5,allow,0
5,3,-1001,probe,text,5e7b036720f886e9599df1c21ddab8fa,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,302081000,6,allow,0
6,3,-1002,probe,text,92ec5436c58fbe58ba6d3ecae42b54a3,generated-0,0,0,1,client_to_server,data,tcp,203.0.113.10,8443,185,303000000,7,allow,0
7,3,-1002,probe,text,92ec5436c58fbe58ba6d3ecae42b54a3,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,303131000,8,allow,0
8,3,-1003,probe,text,3e121f7be4ba05cafdc3ec66e5ff1a05,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,304000000,9,allow,0
9,3,-1003,probe,text,3e121f7be4ba05cafdc3ec66e5ff1a05,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,304141000,10,allow,0
10,3,-1004,probe,text,57a4ba0238da3066ae3579460f16dc54,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,185,305000000,11,allow,0
11,3,-1004,probe,text,57a4ba0238da3066ae3579460f16dc54,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,305171000,12,allow,0
12,3,-1005,probe,text,7ae251fb74e7fa6b6d3f783153010cd4,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,185,306000000,13,allow,0
13,3,-1005,probe,text,7ae251fb74e7fa6b6d3f783153010cd4,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,306181000,14,allow,0
14,3,30,application,text,dc19a2db041f1e1363c0f0d81aea4a5f,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,601,307000000,15,allow,0
15,3,30,application,text,dc19a2db041f1e1363c0f0d81aea4a5f,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,307181000,16,allow,0
16,3,30,application,text,dc19a2db041f1e1363c0f0d81aea4a5f,ephemeral-0,1,0,1,client_to_server,data,udp,203.0.113.20,8443,601,307000000,17,allow,0
