strategy,seed,auac,t50,t50_observed,byte_overhead,mean_completion_ms,endpoint_risk_exposure,provider_controlled_attempts,auac_text,auac_presence,auac_media,auac_file,auac_realtime
deadline_cost_failover,4001,0.8904513888888889,36,0,1.3178542782560179,2181.0213175076356,1946.4800000000007,0,0.9817708333333334,0.9279513888888888,0.9626736111111112,0.8854166666666666,0.6944444444444444
deadline_cost_failover,4127,0.9135416666666667,36,0,1.2350866577660875,2176.0596024207034,1868.7600000000004,0,0.9756944444444444,0.96875,0.9765625,0.9105902777777778,0.7361111111111112
deadline_cost_failover,4253,0.9225694444444444,36,0,1.214335781656836,2131.2620466076933,1870.3600000000006,0,0.9748263888888888,0.9522569444444444,0.9678819444444444,0.9131944444444444,0.8046875
deadline_cost_failover,4391,0.9204861111111111,36,0,1.2196371439768319,2144.5658258359304,1862.6800000000005,0,0.9739583333333334,0.9652777777777778,0.9800347222222222,0.9027777777777778,0.7803819444444444
deadline_cost_failover,4513,0.9159722222222222,36,0,1.2133268518518519,2136.771718277445,1863.5200000000004,0,0.9869791666666666,0.9453125,0.9817708333333334,0.9123263888888888,0.7534722222222222
deadline_cost_failover,4639,0.9114583333333334,36,0,1.226932782693023,2123.043015909718,1908.6800000000007,0,0.9800347222222222,0.9348958333333334,0.9800347222222222,0.9001736111111112,0.7621527777777778
deadline_cost_failover,4783,0.9227430555555556,36,0,1.2382336714224986,2118.838024018816,2194.92,0,0.9809027777777778,0.9704861111111112,0.9809027777777778,0.8776041666666666,0.8038194444444444
deadline_cost_failover,4903,0.9217013888888889,36,0,1.205525941867262,2119.324372444462,1866.1600000000005,0,0.9739583333333334,0.9635416666666666,0.9730902777777778,0.9149305555555556,0.7829861111111112
deadline_cost_failover,5021,0.8897569444444444,36,0,1.3100454872735001,2212.113293459749,1974.0800000000006,0,0.9756944444444444,0.9184027777777778,0.9583333333333334,0.8758680555555556,0.7204861111111112
deadline_cost_failover,5153,0.9057291666666667,36,0,1.2879504430362931,2198.7668507646385,1935.3600000000008,0,0.984375,0.9244791666666666,0.9782986111111112,0.8871527777777778,0.7543402777777778
deadline_cost_failover,5279,0.915625,36,0,1.2671731069663639,2166.7596475790174,1894.0200000000007,0,0.9661458333333334,0.9505208333333334,0.9826388888888888,0.8984375,0.7803819444444444
deadline_cost_failover,5413,0.8970486111111111,36,0,1.2902702992985813,2169.051071426424,1933.9600000000007,0,0.9600694444444444,0.9357638888888888,0.9696180555555556,0.8637152777777778,0.7560763888888888
deadline_cost_failover,5521,0.9220486111111111,36,0,1.1872560344598544,2098.2476455670944,1863.0000000000005,0,0.9730902777777778,0.9592013888888888,0.9782986111111112,0.9296875,0.7699652777777778
deadline_cost_failover,5651,0.915625,36,0,1.2198086355544928,2136.704301529465,1867.1200000000006,0,0.9791666666666666,0.9487847222222222,0.9782986111111112,0.9053819444444444,0.7664930555555556
