strategy,epoch,availability,ci_low,ci_high
deadline_cost_failover,0,0.920625,0.9087500000000001,0.9315703125
deadline_cost_failover,1,0.9334374999999999,0.9203125,0.946875
deadline_cost_failover,2,0.934375,0.9209375,0.9471875000000001
deadline_cost_failover,3,0.9418749999999999,0.9296875000000002,0.9534374999999999
deadline_cost_failover,4,0.9328125000000002,0.9193750000000002,0.9446953124999999
deadline_cost_failover,5,0.9378125,0.9206171874999999,0.9528125
deadline_cost_failover,6,0.9353124999999999,0.9168749999999999,0.9509453125000001
deadline_cost_failover,7,0.9121875000000002,0.896875,0.9265625
deadline_cost_failover,8,0.9359375,0.921875,0.9484375
deadline_cost_failover,9,0.8753125,0.8543750000000001,0.8949999999999999
deadline_cost_failover,10,0.8893749999999999,0.8696796874999998,0.9090625000000001
deadline_cost_failover,11,0.8903125000000001,0.874375,0.9046874999999999
deadline_cost_failover,12,0.9018749999999999,0.8809374999999999,0.9193749999999998
deadline_cost_failover,13,0.9018750000000001,0.8731249999999999,0.9278124999999999
deadline_cost_failover,14,0.8640625,0.8181171875,0.9065625
deadline_cost_failover,15,0.8078125,0.7503046874999999,0.8628203125
deadline_cost_failover,16,0.9121874999999999,0.89625,0.9268750000000001
deadline_cost_failover,17,0.9331250000000001,0.9174921874999998,0.945625
deadline_cost_failover,18,0.9140625,0.8962499999999999,0.9296875
deadline_cost_failover,19,0.9159374999999998,0.8987421874999999,0.93125
deadline_cost_failover,20,0.9103125000000001,0.875625,0.9353124999999999
deadline_cost_failover,21,0.9106249999999999,0.8815625,0.9318828125
deadline_cost_failover,22,0.9099999999999999,0.8943749999999999,0.9240703124999999
deadline_cost_failover,23,0.899375,0.865,0.9303125
deadline_cost_failover,24,0.9196874999999999,0.9049921874999999,0.9328125
deadline_cost_failover,25,0.9149999999999998,0.8821875,0.9384375
deadline_cost_failover,26,0.9225,0.9065625,0.9375
deadline_cost_failover,27,0.9121874999999999,0.8868750000000001,0.9315625000000001
deadline_cost_failover,28,0.9306250000000003,0.9159374999999998,0.9453124999999998
deadline_cost_failover,29,0.931875,0.9159375000000001,0.946875
deadline_cost_failover,30,0.9190625000000001,0.9037499999999999,0.9331328125000001
deadline_cost_failover,31,0.9184374999999999,0.9,0.9340703125
deadline_cost_failover,32,0.9334374999999999,0.9178124999999999,0.9484375
deadline_cost_failover,33,0.9296875,0.9146875,0.9446875
deadline_cost_failover,34,0.9371875000000001,0.9209375,0.9525078125000002
deadline_cost_failover,35,0.934375,0.9206249999999999,0.9465625000000001
direct_only,0,0.7978125,0.746859375,0.835
direct_only,1,0.6849999999999999,0.5521718750000001,0.8003281250000001
direct_only,2,0.4259375,0.2503046875,0.6106562499999998
direct_only,3,0.2678125,0.12530468749999998,0.4143906249999999
direct_only,4,0.05500000000000001,0.0,0.1525
direct_only,5,0.04375,0.0,0.13125
direct_only,6,0.027500000000000004,0.0,0.0825
direct_only,7,0.0,0.0,0.0
direct_only,8,0.0,0.0,0.0
