run_id,design_id,censor_model,architecture,seed,auac,t50,t50_observed,attempts,successes,mean_completion_ms,endpoint_burn_rate,path_failures,path_failures_fraction,endpoint_failures,endpoint_failures_fraction,platform_failures,platform_failures_fraction,network_failures,network_failures_fraction,auac_file,auac_media,auac_presence,auac_realtime,auac_text
robustness-000643,design-0010,resource_bounded_composed,platform_controlled,4201,0.8944444444444445,36,0,1440,1288,1283.2685077431502,0.0,0,0.0,0,0.0,27,0.01875,125,0.08680555555555555,0.8055555555555556,0.96875,0.9791666666666666,0.7847222222222222,0.9340277777777778
robustness-000644,design-0010,resource_bounded_composed,platform_controlled,4307,0.8694444444444444,36,0,1440,1252,1284.2458161362733,0.0,0,0.0,0,0.0,44,0.030555555555555555,144,0.1,0.75,0.9513888888888888,0.9791666666666666,0.7291666666666666,0.9375
robustness-000645,design-0010,adaptive_composed,direct_e2ee,4103,0.7999999999999999,17,1,1440,1152,1341.473339266747,0.05952380952380952,65,0.04513888888888889,120,0.08333333333333333,0,0.0,103,0.07152777777777777,0.71875,0.8854166666666666,0.84375,0.6805555555555556,0.8715277777777778
robustness-000646,design-0010,adaptive_composed,direct_e2ee,4201,0.5874999999999999,2,1,1440,846,1307.084068651834,0.09126984126984126,48,0.03333333333333333,466,0.3236111111111111,0,0.0,80,0.05555555555555555,0.5034722222222222,0.6666666666666666,0.5868055555555556,0.4861111111111111,0.6944444444444444
robustness-000647,design-0010,adaptive_composed,direct_e2ee,4307,0.7965277777777777,36,0,1440,1147,1329.0331386353948,0.07539682539682539,57,0.03958333333333333,112,0.07777777777777778,0,0.0,124,0.08611111111111111,0.6701388888888888,0.8784722222222222,0.875,0.65625,0.9027777777777778
robustness-000648,design-0010,adaptive_composed,fixed_proxy,4103,0.40902777777777777,2,1,1440,589,1507.8050476736616,0.04398148148148148,75,0.052083333333333336,727,0.5048611111111111,0,0.0,49,0.034027777777777775,0.3576388888888889,0.5104166666666666,0.3541666666666667,0.2361111111111111,0.5868055555555556
robustness-000649,design-0010,adaptive_composed,fixed_proxy,4201,0.5125,13,1,1440,738,1451.6169626235603,0.05324074074074074,73,0.050694444444444445,567,0.39375,0,0.0,62,0.043055555555555555,0.4201388888888889,0.6736111111111112,0.4340277777777778,0.23958333333333334,0.7951388888888888
robustness-000650,design-0010,adaptive_composed,fixed_proxy,4307,0.5194444444444444,12,1,1440,748,1465.691844607938,0.04861111111111111,72,0.05,535,0.3715277777777778,0,0.0,85,0.059027777777777776,0.3958333333333333,0.6527777777777778,0.4861111111111111,0.3090277777777778,0.7534722222222222
robustness-000651,design-0010,adaptive_composed,generated_transport,4103,0.7840277777777778,36,0,1440,1129,1550.0150613578567,0.021043771043771045,176,0.12222222222222222,4,0.002777777777777778,0,0.0,131,0.09097222222222222,0.7395833333333334,0.8611111111111112,0.8715277777777778,0.5833333333333334,0.8645833333333334
robustness-000652,design-0010,adaptive_composed,generated_transport,4201,0.7694444444444444,36,0,1440,1108,1551.829961600771,0.026936026936026935,186,0.12916666666666668,3,0.0020833333333333333,0,0.0,143,0.09930555555555555,0.7152777777777778,0.8611111111111112,0.8576388888888888,0.5868055555555556,0.8263888888888888
robustness-000653,design-0010,adaptive_composed,generated_transport,4307,0.7638888888888888,36,0,1440,1100,1552.6719999442796,0.01430976430976431,183,0.12708333333333333,2,0.001388888888888889,0,0.0,155,0.1076388888888889,0.6736111111111112,0.8472222222222222,0.8680555555555556,0.5659722222222222,0.8645833333333334
robustness-000654,design-0010,adaptive_composed,ephemeral_relay,4103,0.8187500000000001,36,0,1440,1179,1656.9134482189775,0.0029342723004694834,106,0.07361111111111111,1,0.0006944444444444445,0,0.0,154,0.10694444444444444,0.7604166666666666,0.9201388888888888,0.9097222222222222,0.5972222222222222,0.90625
robustness-000655,design-0010,adaptive_composed,ephemeral_relay,4201,0.8090277777777778,36,0,1440,1165,1658.0929311732154,0.003325508607198748,115,0.0798611111111111,2,0.001388888888888889,0,0.0,158,0.10972222222222222,0.7604166666666666,0.9166666666666666,0.90625,0.59375,0.8680555555555556
robustness-000656,design-0010,adaptive_composed,ephemeral_relay,4307,0.8097222222222222,36,0,1440,1166,1659.3367388756587,0.002543035993740219,87,0.06041666666666667,2,0.001388888888888889,0,0.0,185,0.1284722222222222,0.7222222222222222,0.9236111111111112,0.9340277777777778,0.5486111111111112,0.9201388888888888
