design_id,censor_model,architecture,replicates,auac,auac_seed_sd,t50,t50_observed,attempts,successes,mean_completion_ms,endpoint_burn_rate,path_failures,path_failures_fraction,endpoint_failures,endpoint_failures_fraction,platform_failures,platform_failures_fraction,network_failures,network_failures_fraction,auac_file,auac_media,auac_presence,auac_realtime,auac_text
design-0000,adaptive_composed,direct_e2ee,3,0.94375,0.006364688465216471,36.0,0.0,1440.0,1359.0,1070.7003097676227,0.03600823045267489,12.0,0.008333333333333333,0.0,0.0,0.0,0.0,69.0,0.04791666666666666,0.8831018518518517,0.9895833333333334,0.9814814814814815,0.8958333333333334,0.96875
design-0000,adaptive_composed,ephemeral_relay,3,0.9333333333333335,0.006624577787617649,36.0,0.0,1440.0,1344.0,1327.7185415865436,0.0006422607578676942,19.0,0.013194444444444444,0.0,0.0,0.0,0.0,77.0,0.05347222222222223,0.8796296296296297,0.9814814814814815,0.9768518518518517,0.8668981481481483,0.9618055555555555
design-0000,adaptive_composed,fixed_proxy,3,0.9018518518518519,0.056512305644880696,33.0,0.3333333333333333,1440.0,1298.6666666666667,1200.2680887017834,0.016534391534391533,27.0,0.01875,46.666666666666664,0.032407407407407406,0.0,0.0,67.66666666666667,0.04699074074074074,0.8483796296296298,0.9502314814814815,0.9363425925925926,0.8414351851851851,0.9328703703703703
design-0000,adaptive_composed,generated_transport,3,0.9236111111111112,0.005511981898051316,36.0,0.0,1440.0,1330.0,1242.086776086532,0.003472222222222222,41.666666666666664,0.028935185185185185,0.3333333333333333,0.0002314814814814815,0.0,0.0,68.0,0.04722222222222222,0.8634259259259259,0.9641203703703703,0.9664351851851851,0.8692129629629629,0.9548611111111112
design-0000,adaptive_composed,platform_controlled,3,0.9298611111111112,0.01220721932725482,36.0,0.0,1440.0,1339.0,1027.9805947245138,0.0,0.0,0.0,0.0,0.0,32.666666666666664,0.022685185185185183,68.33333333333333,0.0474537037037037,0.8599537037037037,0.96875,0.9861111111111112,0.8842592592592592,0.9502314814814814
design-0000,classifier_dominant,direct_e2ee,3,0.944212962962963,0.006067288158370931,36.0,0.0,1440.0,1359.6666666666667,1070.6733432966478,0.0,11.333333333333334,0.00787037037037037,0.0,0.0,0.0,0.0,69.0,0.04791666666666666,0.8831018518518517,0.9895833333333334,0.982638888888889,0.8958333333333334,0.9699074074074074
design-0000,classifier_dominant,ephemeral_relay,3,0.9331018518518519,0.006262846878920718,36.0,0.0,1440.0,1343.6666666666667,1327.727914859666,0.0,19.333333333333332,0.013425925925925926,0.0,0.0,0.0,0.0,77.0,0.05347222222222223,0.8796296296296297,0.9814814814814815,0.9756944444444443,0.8668981481481483,0.9618055555555555
design-0000,classifier_dominant,fixed_proxy,3,0.9319444444444445,0.0061723572342469776,36.0,0.0,1440.0,1342.0,1199.2517111895806,0.0,28.666666666666668,0.01990740740740741,0.0,0.0,0.0,0.0,69.33333333333333,0.04814814814814814,0.8726851851851851,0.9745370370370371,0.96875,0.8831018518518517,0.9606481481481483
design-0000,classifier_dominant,generated_transport,3,0.9238425925925927,0.005258248468333583,36.0,0.0,1440.0,1330.3333333333333,1242.1299700481607,0.0,41.333333333333336,0.028703703703703703,0.0,0.0,0.0,0.0,68.33333333333333,0.0474537037037037,0.8634259259259259,0.9641203703703703,0.9664351851851851,0.8692129629629629,0.9560185185185185
design-0000,classifier_dominant,platform_controlled,3,0.951388888888889,0.007887372702500351,36.0,0.0,1440.0,1370.0,1027.8041158394187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.048611111111111105,0.8935185185185185,1.0,0.9861111111111112,0.9004629629629629,0.9768518518518517
design-0000,endpoint_discovery_dominant,direct_e2ee,3,0.950925925925926,0.008048767893849012,36.0,0.0,1440.0,1369.3333333333333,1070.6844735037841,0.033950617283950615,0.0,0.0,0.6666666666666666,0.000462962962962963,0.0,0.0,70.0,0.048611111111111105,0.8923611111111112,1.0,0.9861111111111112,0.8993055555555557,0.9768518518518517
design-0000,endpoint_discovery_dominant,ephemeral_relay,3,0.9430555555555555,0.0073164262172589365,36.0,0.0,1440.0,1358.0,1327.6482412832308,0.000695782487690002,0.0,0.0,4.666666666666667,0.0032407407407407406,0.0,0.0,77.33333333333333,0.053703703703703705,0.8923611111111112,0.9988425925925926,0.982638888888889,0.8703703703703703,0.9710648148148149
design-0000,endpoint_discovery_dominant,fixed_proxy,3,0.9460648148148149,0.010788129812713954,36.0,0.0,1440.0,1362.3333333333333,1199.2277207103427,0.017195767195767195,0.0,0.0,6.666666666666667,0.004629629629629629,0.0,0.0,71.0,0.049305555555555554,0.8888888888888888,0.9907407407407408,0.9837962962962963,0.8935185185185185,0.9733796296296297
design-0000,endpoint_discovery_dominant,generated_transport,3,0.9469907407407409,0.008847923543341019,36.0,0.0,1440.0,1363.6666666666667,1241.8724766309392,0.003935185185185185,0.0,0.0,5.333333333333333,0.003703703703703704,0.0,0.0,71.0,0.049305555555555554,0.8900462962962963,0.9953703703703703,0.9849537037037037,0.8935185185185185,0.9710648148148149
