censor_model,architecture,parameter,structurally_active,prcc,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid
adaptive_composed,ephemeral_relay,architecture_passive_separability_multiplier,1,-0.9523453542509495,-0.9668573903428088,-0.9109450377876172,100
adaptive_composed,ephemeral_relay,architecture_discovery_rate_multiplier,1,0.11466077163269961,-0.2414540717320143,0.4148335986956002,100
adaptive_composed,ephemeral_relay,architecture_probe_confirmation_multiplier,1,0.050119473686934646,-0.23142513080337873,0.34205957355298744,100
adaptive_composed,ephemeral_relay,architecture_endpoint_pool_multiplier,1,0.07061813970906071,-0.20082555600859148,0.38005012967922214,100
adaptive_composed,ephemeral_relay,architecture_rotation_speed_multiplier,1,-0.13932061990075986,-0.37416248898261095,0.18854666525572933,100
adaptive_composed,ephemeral_relay,architecture_protocol_diversity_multiplier,1,-0.03643212001565969,-0.309719323443845,0.2676880416659356,100
adaptive_composed,ephemeral_relay,architecture_transport_overhead_multiplier,1,0.017610930526667744,-0.3195519000018079,0.288632942899423,100
adaptive_composed,ephemeral_relay,censor_false_positive_cap,1,-0.7894973356469205,-0.8662936059881896,-0.6081732925401182,100
adaptive_composed,ephemeral_relay,censor_path_enforcement,1,-0.28709860986498675,-0.5231153505474302,-0.006918996769886124,100
adaptive_composed,ephemeral_relay,censor_budget_multiplier,1,0.004112609804469878,-0.28213022618731154,0.29056994560774896,100
adaptive_composed,ephemeral_relay,censor_block_ttl_multiplier,1,-0.2833927743441567,-0.4908653828473284,-0.016050318773066934,100
adaptive_composed,ephemeral_relay,censor_retrain_interval,1,0.12401486870106646,-0.17617372807026974,0.3831577176893873,100
adaptive_composed,ephemeral_relay,censor_platform_filter_rate,0,nan,nan,nan,0
adaptive_composed,ephemeral_relay,network_latency_multiplier,1,-0.17548877948683858,-0.41706405124478707,0.12491900106911027,100
adaptive_composed,ephemeral_relay,network_loss_multiplier,1,-0.5795570422784669,-0.7327439294575682,-0.33640700789233846,100
adaptive_composed,ephemeral_relay,network_bandwidth_multiplier,1,0.4523933286909836,0.20512095969938013,0.6466857346335172,100
adaptive_composed,platform_controlled,architecture_passive_separability_multiplier,1,0.08871010261377606,-0.1745823163602009,0.36433842403399647,100
adaptive_composed,platform_controlled,architecture_discovery_rate_multiplier,1,-0.07783957868650633,-0.3754130074097923,0.24951077747731365,100
adaptive_composed,platform_controlled,architecture_probe_confirmation_multiplier,1,-0.0875117152928568,-0.35173364074067576,0.12764013147494907,100
adaptive_composed,platform_controlled,architecture_endpoint_pool_multiplier,1,0.22921460024697252,-0.13185558514561968,0.3419837932273947,100
adaptive_composed,platform_controlled,architecture_rotation_speed_multiplier,0,nan,nan,nan,0
adaptive_composed,platform_controlled,architecture_protocol_diversity_multiplier,1,0.036142468779976025,-0.2626171970272232,0.25315328677552573,100
adaptive_composed,platform_controlled,architecture_transport_overhead_multiplier,1,-0.3997158815596686,-0.6137053842243867,-0.15984377932254318,100
adaptive_composed,platform_controlled,censor_false_positive_cap,1,0.047959829983337525,-0.21656468663168782,0.2816241798740462,100
adaptive_composed,platform_controlled,censor_path_enforcement,1,0.09341821274513135,-0.13071857172910362,0.3756730617905498,100
adaptive_composed,platform_controlled,censor_budget_multiplier,1,0.029135046803763484,-0.29183144689633217,0.3020894519406033,100
adaptive_composed,platform_controlled,censor_block_ttl_multiplier,1,0.11163292051168232,-0.17211875027689527,0.3549873785504786,100
adaptive_composed,platform_controlled,censor_retrain_interval,1,-0.10694725323792587,-0.3174599558004372,0.186458802150805,100
adaptive_composed,platform_controlled,censor_platform_filter_rate,1,-0.49346669010575617,-0.641550476736525,-0.1954550081580118,100
adaptive_composed,platform_controlled,network_latency_multiplier,1,-0.5740176384212644,-0.7624328970128906,-0.3446561303353192,100
adaptive_composed,platform_controlled,network_loss_multiplier,1,-0.9619972788611019,-0.979401097378698,-0.9110304919743993,100
adaptive_composed,platform_controlled,network_bandwidth_multiplier,1,0.8252224194939503,0.6349355428723766,0.8975344889383011,100
