strategy,lane,attempts
deadline_cost_failover,ephemeral-0,38580
deadline_cost_failover,ephemeral-1,685
deadline_cost_failover,generated-0,92942
deadline_cost_failover,generated-1,20410
fso_no_feedback,direct-0,5
fso_no_feedback,ephemeral-0,46643
fso_no_feedback,ephemeral-1,11410
fso_no_feedback,generated-0,78016
fso_no_feedback,generated-1,19294
