packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us
1,5,-1,calibration,calibration,,calibration,-1,0,1,client_to_server,calibration,tcp,198.51.100.1,8443,28,500000000
2,5,-1000,probe,text,beb17001557ef2564d778d2adc861fd8,direct-0,0,0,1,client_to_server,data,tcp,198.51.100.1,8443,185,501000000
3,5,-1000,probe,text,beb17001557ef2564d778d2adc861fd8,direct-0,0,0,1,server_to_client,ack,tcp,198.51.100.1,8443,38,501091000
4,5,-1001,probe,text,34290e87bc837e074e06746ef90cf3c7,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,502000000
5,5,-1001,probe,text,34290e87bc837e074e06746ef90cf3c7,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,502081000
6,5,-1002,probe,text,215b3b64745f12d6d195f436963e57dd,generated-0,0,0,1,client_to_server,data,tcp,203.0.113.10,8443,185,503000000
7,5,-1002,probe,text,215b3b64745f12d6d195f436963e57dd,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,503131000
8,5,-1003,probe,text,e31282eaed24146ea4b4e41d99df6938,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,504000000
9,5,-1003,probe,text,e31282eaed24146ea4b4e41d99df6938,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,504141000
10,5,-1004,probe,text,5525888d23d168388298a47e6cd45628,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,185,505000000
11,5,-1004,probe,text,5525888d23d168388298a47e6cd45628,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,505171000
12,5,-1005,probe,text,322cc9411ad68c8796714b775be72200,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,185,506000000
13,5,-1005,probe,text,322cc9411ad68c8796714b775be72200,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,506181000
14,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,601,507000000
15,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,507181000
16,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,generated-1,1,0,1,client_to_server,data,tcp,203.0.113.11,8443,601,507000000
17,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,generated-1,1,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,507141000
18,5,51,application,presence,c0949d566d018e4f94e4339653592fec,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,508000000
19,5,51,application,presence,c0949d566d018e4f94e4339653592fec,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,508141000
20,5,51,application,presence,c0949d566d018e4f94e4339653592fec,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,185,508000000
