packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us
25,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,generated-0,0,3,5,client_to_server,data,tcp,203.0.113.10,8443,925,409003000
26,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,generated-0,0,4,5,client_to_server,data,tcp,203.0.113.10,8443,585,409004000
27,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,409135000
28,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,0,5,client_to_server,data,udp,203.0.113.20,8443,925,409000000
29,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,1,5,client_to_server,data,udp,203.0.113.20,8443,925,409001000
30,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,2,5,client_to_server,data,udp,203.0.113.20,8443,925,409002000
31,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,3,5,client_to_server,data,udp,203.0.113.20,8443,925,409003000
32,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,4,5,client_to_server,data,udp,203.0.113.20,8443,585,409004000
33,4,42,application,media,484f6e0bb5ace67d60a1688eefc2c021,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,409175000
34,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,0,10,client_to_server,data,tcp,203.0.113.10,8443,925,410000000
35,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,1,10,client_to_server,data,tcp,203.0.113.10,8443,925,410001000
36,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,2,10,client_to_server,data,tcp,203.0.113.10,8443,925,410002000
37,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,3,10,client_to_server,data,tcp,203.0.113.10,8443,925,410003000
38,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,4,10,client_to_server,data,tcp,203.0.113.10,8443,925,410004000
39,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,5,10,client_to_server,data,tcp,203.0.113.10,8443,925,410005000
40,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,6,10,client_to_server,data,tcp,203.0.113.10,8443,925,410006000
41,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,7,10,client_to_server,data,tcp,203.0.113.10,8443,925,410007000
42,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,8,10,client_to_server,data,tcp,203.0.113.10,8443,925,410008000
43,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,9,10,client_to_server,data,tcp,203.0.113.10,8443,181,410009000
44,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,410140000
45,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,0,10,client_to_server,data,udp,203.0.113.20,8443,925,410000000
46,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,1,10,client_to_server,data,udp,203.0.113.20,8443,925,410001000
47,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,2,10,client_to_server,data,udp,203.0.113.20,8443,925,410002000
48,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,3,10,client_to_server,data,udp,203.0.113.20,8443,925,410003000
49,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,4,10,client_to_server,data,udp,203.0.113.20,8443,925,410004000
50,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,5,10,client_to_server,data,udp,203.0.113.20,8443,925,410005000
51,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,6,10,client_to_server,data,udp,203.0.113.20,8443,925,410006000
52,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,7,10,client_to_server,data,udp,203.0.113.20,8443,925,410007000
53,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,8,10,client_to_server,data,udp,203.0.113.20,8443,925,410008000
54,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,9,10,client_to_server,data,udp,203.0.113.20,8443,181,410009000
55,4,43,application,file,9e573795b8b969f696d5e8c216cd8eec,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,410180000
56,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,411000000
57,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,411001000
58,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,411142000
59,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,ephemeral-0,1,0,2,client_to_server,data,udp,203.0.113.20,8443,925,411000000
60,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,ephemeral-0,1,1,2,client_to_server,data,udp,203.0.113.20,8443,213,411001000
61,4,44,application,realtime,4e36836afc8c7b2f226e74bbc6f92512,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,411172000
62,4,45,application,text,7e463e95cde69828695901ee578b36a6,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,601,412000000
63,4,45,application,text,7e463e95cde69828695901ee578b36a6,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,412181000
64,4,45,application,text,7e463e95cde69828695901ee578b36a6,ephemeral-0,1,0,1,client_to_server,data,udp,203.0.113.20,8443,601,412000000
65,4,45,application,text,7e463e95cde69828695901ee578b36a6,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,412171000
66,4,46,application,presence,486114aebbb667e22a6a2c6ecacc3c25,generated-0,0,0,1,client_to_server,data,tcp,203.0.113.10,8443,185,413000000
67,4,46,application,presence,486114aebbb667e22a6a2c6ecacc3c25,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,413131000
68,4,46,application,presence,486114aebbb667e22a6a2c6ecacc3c25,ephemeral-0,1,0,1,client_to_server,data,udp,203.0.113.20,8443,185,413000000
69,4,46,application,presence,486114aebbb667e22a6a2c6ecacc3c25,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,413171000
70,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,0,5,client_to_server,data,tcp,203.0.113.10,8443,925,414000000
71,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,1,5,client_to_server,data,tcp,203.0.113.10,8443,925,414001000
72,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,2,5,client_to_server,data,tcp,203.0.113.10,8443,925,414002000
73,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,3,5,client_to_server,data,tcp,203.0.113.10,8443,925,414003000
74,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,4,5,client_to_server,data,tcp,203.0.113.10,8443,585,414004000
75,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,414135000
76,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,0,5,client_to_server,data,udp,203.0.113.20,8443,925,414000000
77,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,1,5,client_to_server,data,udp,203.0.113.20,8443,925,414001000
78,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,2,5,client_to_server,data,udp,203.0.113.20,8443,925,414002000
79,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,3,5,client_to_server,data,udp,203.0.113.20,8443,925,414003000
80,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,4,5,client_to_server,data,udp,203.0.113.20,8443,585,414004000
81,4,47,application,media,3d8d72cb48d869bac1800f2f21d0c06e,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,414175000
82,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,0,10,client_to_server,data,tcp,203.0.113.10,8443,925,415000000
83,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,1,10,client_to_server,data,tcp,203.0.113.10,8443,925,415001000
84,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,2,10,client_to_server,data,tcp,203.0.113.10,8443,925,415002000
85,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,3,10,client_to_server,data,tcp,203.0.113.10,8443,925,415003000
86,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,4,10,client_to_server,data,tcp,203.0.113.10,8443,925,415004000
87,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,5,10,client_to_server,data,tcp,203.0.113.10,8443,925,415005000
88,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,6,10,client_to_server,data,tcp,203.0.113.10,8443,925,415006000
89,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,7,10,client_to_server,data,tcp,203.0.113.10,8443,925,415007000
90,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,8,10,client_to_server,data,tcp,203.0.113.10,8443,925,415008000
91,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,9,10,client_to_server,data,tcp,203.0.113.10,8443,181,415009000
92,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,415140000
93,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,0,10,client_to_server,data,udp,203.0.113.20,8443,925,415000000
94,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,1,10,client_to_server,data,udp,203.0.113.20,8443,925,415001000
95,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,2,10,client_to_server,data,udp,203.0.113.20,8443,925,415002000
96,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,3,10,client_to_server,data,udp,203.0.113.20,8443,925,415003000
97,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,4,10,client_to_server,data,udp,203.0.113.20,8443,925,415004000
98,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,5,10,client_to_server,data,udp,203.0.113.20,8443,925,415005000
99,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,6,10,client_to_server,data,udp,203.0.113.20,8443,925,415006000
100,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,7,10,client_to_server,data,udp,203.0.113.20,8443,925,415007000
101,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,8,10,client_to_server,data,udp,203.0.113.20,8443,925,415008000
102,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,9,10,client_to_server,data,udp,203.0.113.20,8443,181,415009000
103,4,48,application,file,64488b64e7c8baf39e8cc782bac89739,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,415180000
104,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,416000000
105,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,416001000
106,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,416142000
107,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,ephemeral-0,1,0,2,client_to_server,data,udp,203.0.113.20,8443,925,416000000
108,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,ephemeral-0,1,1,2,client_to_server,data,udp,203.0.113.20,8443,213,416001000
109,4,49,application,realtime,548fcbc6a02995c89770de64c06cec50,ephemeral-0,1,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,416172000
