strategy,lane,attempts
deadline_cost_failover,direct-0,47
deadline_cost_failover,ephemeral-0,34137
deadline_cost_failover,ephemeral-1,167
deadline_cost_failover,generated-0,114560
deadline_cost_failover,generated-1,42749
fso_no_feedback,direct-0,52
fso_no_feedback,ephemeral-0,58658
fso_no_feedback,ephemeral-1,15054
fso_no_feedback,fixed-0,1
fso_no_feedback,generated-0,66139
fso_no_feedback,generated-1,31706
