strategy,seed,auac,t50,t50_observed,byte_overhead,mean_completion_ms,endpoint_risk_exposure,provider_controlled_attempts,auac_text,auac_presence,auac_media,auac_file,auac_realtime
deadline_cost_failover,12007,0.9633680555555556,36,0,1.191711374143153,398.26428224664255,1896.2800000000007,0,0.9887152777777778,0.9644097222222222,0.9791666666666666,0.9618055555555556,0.9227430555555556
deadline_cost_failover,12101,0.9638888888888889,36,0,1.2127410183856742,408.63650751902895,1884.0800000000006,0,0.9887152777777778,0.9704861111111112,0.9852430555555556,0.9713541666666666,0.9036458333333334
deadline_cost_failover,12203,0.9762152777777777,36,0,1.1641586149636005,389.85903372184936,1850.6800000000005,0,0.9973958333333334,0.9869791666666666,0.9930555555555556,0.9765625,0.9270833333333334
deadline_cost_failover,12301,0.9723958333333333,36,0,1.165336218050906,391.4610791825147,1854.0800000000006,0,0.9904513888888888,0.9852430555555556,0.9939236111111112,0.9739583333333334,0.9184027777777778
deadline_cost_failover,12409,0.9532986111111111,36,0,1.165500774483235,383.5584318499438,2179.1600000000003,0,0.9748263888888888,0.9635416666666666,0.9800347222222222,0.9696180555555556,0.8784722222222222
deadline_cost_failover,12503,0.9701388888888889,36,0,1.181189105425368,389.2678687626716,1878.1200000000006,0,0.9921875,0.9730902777777778,0.9930555555555556,0.9765625,0.9157986111111112
deadline_cost_failover,12601,0.9682291666666667,36,0,1.1761486708911206,397.45676455363895,1871.8200000000006,0,0.9904513888888888,0.9765625,0.9835069444444444,0.9765625,0.9140625
deadline_cost_failover,12703,0.9756944444444444,36,0,1.1568580483819544,391.0232781721382,1850.4000000000005,0,0.9939236111111112,0.9826388888888888,0.9869791666666666,0.9800347222222222,0.9348958333333334
deadline_cost_failover,12809,0.9706597222222222,36,0,1.1954040404644242,409.91096877231047,1865.5600000000006,0,0.9965277777777778,0.9722222222222222,0.9861111111111112,0.9774305555555556,0.9210069444444444
deadline_cost_failover,12907,0.9717013888888889,36,0,1.214799893060205,401.6435451132072,1902.4000000000005,0,0.9947916666666666,0.9722222222222222,0.984375,0.9739583333333334,0.9331597222222222
deadline_cost_failover,13001,0.9696180555555556,36,0,1.196129373904033,406.96126330218607,1881.6600000000005,0,0.9913194444444444,0.9670138888888888,0.9895833333333334,0.9713541666666666,0.9288194444444444
deadline_cost_failover,13103,0.9736111111111111,36,0,1.1648385016472713,388.9148675372462,1824.8200000000006,0,0.9939236111111112,0.984375,0.9913194444444444,0.9748263888888888,0.9236111111111112
deadline_cost_failover,13207,0.9619791666666667,36,0,1.1734589503958766,381.06229971057087,2164.04,0,0.9895833333333334,0.9765625,0.9809027777777778,0.9644097222222222,0.8984375
deadline_cost_failover,13309,0.9743055555555555,36,0,1.1614991743716456,386.1502414159347,1848.9200000000005,0,0.9965277777777778,0.9895833333333334,0.9887152777777778,0.984375,0.9123263888888888
deadline_cost_failover,13411,0.9701388888888889,36,0,1.1743081825548647,391.23815187419694,1858.2000000000005,0,0.9930555555555556,0.9817708333333334,0.9861111111111112,0.9730902777777778,0.9166666666666666
deadline_cost_failover,13513,0.9782986111111112,36,0,1.1475510846750625,391.6506919614516,1858.2400000000005,0,0.9913194444444444,0.9852430555555556,0.9956597222222222,0.9817708333333334,0.9375
deadline_cost_failover,13613,0.9756944444444444,36,0,1.1585120536425952,394.5081383771496,1849.3200000000004,0,0.9921875,0.9878472222222222,0.9965277777777778,0.9774305555555556,0.9244791666666666
deadline_cost_failover,13709,0.9614583333333333,36,0,1.1583507485785642,376.1263284822641,2156.04,0,0.9852430555555556,0.9704861111111112,0.984375,0.9670138888888888,0.9001736111111112
deadline_cost_failover,13807,0.9673611111111111,36,0,1.1992039514586321,400.11930627852036,1913.6000000000006,0,0.9913194444444444,0.9644097222222222,0.9869791666666666,0.9791666666666666,0.9149305555555556
deadline_cost_failover,13901,0.9729166666666667,36,0,1.1739680681757798,387.78177293631785,1854.3600000000006,0,0.9878472222222222,0.984375,0.9930555555555556,0.9782986111111112,0.9210069444444444
direct_only,12007,0.5465277777777777,21,1,1.0000306073648972,256.1470548868337,5068.799999999998,0,0.5842013888888888,0.59375,0.5685763888888888,0.5520833333333334,0.4340277777777778
direct_only,12101,0.5564236111111112,22,1,1.0000306073648972,260.7551510136213,5068.799999999998,0,0.6076388888888888,0.5911458333333334,0.5998263888888888,0.5355902777777778,0.4479166666666667
direct_only,12203,0.5944444444444444,25,1,1.0000306073648972,252.0054758924649,5068.799999999998,0,0.6536458333333334,0.640625,0.6189236111111112,0.5876736111111112,0.4713541666666667
direct_only,12301,0.5526041666666667,23,1,1.0000306073648972,256.4768387250055,5068.799999999998,0,0.59375,0.5911458333333334,0.5720486111111112,0.5460069444444444,0.4600694444444444
direct_only,12409,0.578125,24,1,1.0000306073648972,253.10095553661174,5068.799999999998,0,0.6354166666666666,0.6076388888888888,0.6163194444444444,0.5798611111111112,0.4513888888888889
direct_only,12503,0.6861111111111111,33,1,1.0000306073648972,251.31215781756498,5068.799999999998,0,0.7456597222222222,0.7369791666666666,0.7109375,0.6666666666666666,0.5703125
direct_only,12601,0.5552083333333333,21,1,1.0000306073648972,256.67725698762587,5068.799999999998,0,0.6154513888888888,0.5763888888888888,0.5703125,0.5564236111111112,0.4574652777777778
direct_only,12703,0.5326388888888889,24,1,1.0000306073648972,253.30600828794223,5068.799999999998,0,0.5807291666666666,0.5572916666666666,0.5685763888888888,0.5234375,0.4331597222222222
direct_only,12809,0.5956597222222222,25,1,1.0000306073648972,253.29316838731805,5068.799999999998,0,0.6328125,0.6345486111111112,0.6267361111111112,0.6006944444444444,0.4835069444444444
direct_only,12907,0.5546875,20,1,1.0000306073648972,250.5294346334816,5068.799999999998,0,0.6032986111111112,0.59375,0.5868055555555556,0.5598958333333334,0.4296875
direct_only,13001,0.6125,28,1,1.0000306073648972,254.20577937835972,5068.799999999998,0,0.6605902777777778,0.6666666666666666,0.6310763888888888,0.5833333333333334,0.5208333333333334
direct_only,13103,0.49496527777777777,20,1,1.0000306073648972,253.64094873994173,5068.799999999998,0,0.5295138888888888,0.5078125,0.5390625,0.4939236111111111,0.4045138888888889
direct_only,13207,0.6795138888888889,31,1,1.0000306073648972,255.10593934714328,5068.799999999998,0,0.7326388888888888,0.7092013888888888,0.7144097222222222,0.6779513888888888,0.5633680555555556
direct_only,13309,0.7,31,1,1.0000306073648972,255.70931912798724,5068.799999999998,0,0.765625,0.7552083333333334,0.7100694444444444,0.671875,0.5972222222222222
direct_only,13411,0.6479166666666667,28,1,1.0000306073648972,253.4104219495076,5068.799999999998,0,0.7005208333333334,0.6822916666666666,0.6701388888888888,0.65625,0.5303819444444444
direct_only,13513,0.5300347222222223,22,1,1.0000306073648972,259.7344276131681,5068.799999999998,0,0.5798611111111112,0.5598958333333334,0.5390625,0.5199652777777778,0.4513888888888889
direct_only,13613,0.43194444444444446,16,1,1.0000306073648972,258.0967238384821,5068.799999999998,0,0.46875,0.4583333333333333,0.4479166666666667,0.4375,0.3472222222222222
direct_only,13709,0.6097222222222223,26,1,1.0000306073648972,257.4876053561043,5068.799999999998,0,0.6631944444444444,0.6371527777777778,0.6223958333333334,0.6232638888888888,0.5026041666666666
direct_only,13807,0.4753472222222222,20,1,1.0000306073648972,257.59925190701847,5068.799999999998,0,0.5208333333333334,0.5017361111111112,0.4956597222222222,0.4791666666666667,0.3793402777777778
direct_only,13901,0.609375,23,1,1.0000306073648972,254.4389608078533,5068.799999999998,0,0.6545138888888888,0.6493055555555556,0.6432291666666666,0.6180555555555556,0.4817708333333333
ephemeral_only,12007,0.8802083333333334,36,0,1.0000306073648972,437.32079055452516,460.8000000000002,0,0.9470486111111112,0.9322916666666666,0.9140625,0.8802083333333334,0.7274305555555556
ephemeral_only,12101,0.8732638888888888,36,0,1.0000306073648972,441.11545820616817,460.8000000000002,0,0.953125,0.9505208333333334,0.9114583333333334,0.8645833333333334,0.6866319444444444
ephemeral_only,12203,0.9012152777777778,36,0,1.0000306073648972,422.96925702826684,460.8000000000002,0,0.9730902777777778,0.9678819444444444,0.9357638888888888,0.9010416666666666,0.7282986111111112
