strategy,epoch,availability,ci_low,ci_high
direct_only,0,0.8234375000000002,0.8059296874999999,0.8409375000000001
direct_only,1,0.756875,0.6468671875,0.8531328125
direct_only,2,0.5053124999999999,0.3383984375,0.6700312499999999
direct_only,3,0.28812499999999996,0.1318515625,0.462828125
direct_only,4,0.1775,0.04375,0.355
direct_only,5,0.09875,0.009375,0.22001562499999994
direct_only,6,0.5378125,0.377140625,0.685328125
direct_only,7,0.6074999999999999,0.4859140624999999,0.7156406249999999
direct_only,8,0.5771875000000002,0.426234375,0.712203125
direct_only,9,0.4334375,0.26873437499999997,0.6056484375
direct_only,10,0.2778125,0.11998437499999999,0.4569453124999995
direct_only,11,0.263125,0.103125,0.43625781249999995
direct_only,12,0.3990625,0.250921875,0.5537578124999999
direct_only,13,0.49624999999999997,0.3296875,0.6662578124999999
direct_only,14,0.6121875,0.4702968749999999,0.7415703124999998
direct_only,15,0.5662499999999999,0.3987265625,0.7168749999999999
direct_only,16,0.418125,0.25155468750000004,0.588125
direct_only,17,0.25093750000000004,0.1118359375,0.41189062499999995
direct_only,18,0.40125,0.23843750000000002,0.561265625
direct_only,19,0.4046875,0.23867187500000003,0.5759453124999999
direct_only,20,0.49781249999999994,0.3384218749999999,0.6512578125
direct_only,21,0.5203125,0.3468671875,0.6884687499999997
direct_only,22,0.4640625,0.28842968750000003,0.6418828124999999
direct_only,23,0.5034375,0.32343750000000004,0.6709687499999998
direct_only,24,0.4340625,0.29373437499999994,0.5746953125
direct_only,25,0.34812499999999996,0.17593750000000002,0.5247031249999999
direct_only,26,0.4778125000000001,0.312484375,0.6365859374999998
direct_only,27,0.35000000000000003,0.2206171875,0.4818749999999999
direct_only,28,0.3571875,0.20496874999999998,0.5171953125
direct_only,29,0.32999999999999996,0.16340625,0.5062656249999999
direct_only,30,0.6265625000000001,0.483734375,0.7513203124999998
direct_only,31,0.3828125,0.22156250000000002,0.5584453124999998
direct_only,32,0.3565625,0.24311718749999997,0.4718828124999998
direct_only,33,0.45781250000000007,0.2983984375,0.615328125
direct_only,34,0.265,0.13093749999999998,0.4150078125
direct_only,35,0.37812499999999993,0.23718750000000002,0.515015625
ephemeral_only,0,0.7690624999999999,0.7465546874999999,0.7893749999999999
ephemeral_only,1,0.7725000000000001,0.7462421874999999,0.7996953125
ephemeral_only,2,0.7775,0.7537421874999999,0.8046953124999999
ephemeral_only,3,0.7734375000000001,0.74375,0.7996874999999999
ephemeral_only,4,0.76125,0.7271796874999998,0.7937578124999999
ephemeral_only,5,0.7603125000000002,0.7290625000000001,0.7865703125
ephemeral_only,6,0.7606249999999999,0.72875,0.7918828124999999
ephemeral_only,7,0.7478125,0.7165625,0.7790703125
ephemeral_only,8,0.7765624999999999,0.7518749999999998,0.8009375000000001
ephemeral_only,9,0.7515625000000001,0.7140546874999998,0.786875
ephemeral_only,10,0.7631249999999999,0.7290546875,0.798125
ephemeral_only,11,0.7540625000000001,0.7178125,0.7893749999999999
ephemeral_only,12,0.7731250000000001,0.7424999999999999,0.8021874999999999
ephemeral_only,13,0.7878125,0.7528046875,0.8196875
ephemeral_only,14,0.7931250000000001,0.7640625,0.8200000000000001
ephemeral_only,15,0.7531249999999999,0.7237421874999999,0.7834375
ephemeral_only,16,0.7549999999999999,0.7246875000000002,0.786875
ephemeral_only,17,0.7871875,0.7575000000000001,0.8165625000000001
ephemeral_only,18,0.7815625,0.7550000000000001,0.8081250000000001
ephemeral_only,19,0.7840625,0.7525000000000001,0.813125
ephemeral_only,20,0.7703125,0.7318749999999999,0.8046953124999999
ephemeral_only,21,0.79375,0.7725000000000001,0.815625
ephemeral_only,22,0.7759375,0.7503046874999999,0.8015625
ephemeral_only,23,0.7915625000000001,0.7646875000000001,0.8184374999999999
ephemeral_only,24,0.7799999999999999,0.7562499999999999,0.8025078124999999
ephemeral_only,25,0.768125,0.733125,0.8003203125
ephemeral_only,26,0.7721875,0.7381171874999999,0.8084374999999999
ephemeral_only,27,0.7784374999999999,0.7537421874999999,0.8031328124999999
ephemeral_only,28,0.7653125000000001,0.7275,0.8074999999999999
ephemeral_only,29,0.7871874999999999,0.7593671874999999,0.8165624999999999
ephemeral_only,30,0.7684375,0.7368671875,0.798125
ephemeral_only,31,0.7762499999999999,0.7471875,0.8053125
ephemeral_only,32,0.7753125,0.7478125,0.8012499999999999
ephemeral_only,33,0.7578125,0.7371796874999998,0.7793749999999999
ephemeral_only,34,0.784375,0.7612500000000002,0.8084374999999999
ephemeral_only,35,0.7640625,0.7390625000000001,0.7893749999999998
fixed_only,0,0.7059375,0.6790625,0.7296875
fixed_only,1,0.7340625000000001,0.6971796875,0.7696953125
