comparison,primary_strategy,baseline,paired_replicates,mean_difference,ci_low,ci_high,p_value,p_value_bh
fso_no_feedback-minus-deadline_cost_failover,fso_no_feedback,deadline_cost_failover,20,0.02539062500000001,0.016344835069444463,0.035417317708333326,6.666444451851606e-05,6.666444451851606e-05
