strategy,lane,attempts
deadline_cost_failover,direct-0,21021
deadline_cost_failover,ephemeral-0,37721
deadline_cost_failover,ephemeral-1,4374
deadline_cost_failover,generated-0,97922
deadline_cost_failover,generated-1,15688
fso_no_feedback,direct-0,1144
fso_no_feedback,ephemeral-0,50834
fso_no_feedback,ephemeral-1,5706
fso_no_feedback,fixed-0,5
fso_no_feedback,generated-0,102760
fso_no_feedback,generated-1,11089
