strategy,seed,auac,t50,t50_observed,byte_overhead,mean_completion_ms,endpoint_risk_exposure,provider_controlled_attempts,auac_text,auac_presence,auac_media,auac_file,auac_realtime
deadline_cost_failover,4001,0.8782986111111111,36,0,1.328991099420798,2187.4998551996764,2770.2000000000003,0,0.9739583333333334,0.9444444444444444,0.9470486111111112,0.8828125,0.6432291666666666
deadline_cost_failover,4127,0.8935763888888889,36,0,1.2146819723417823,2148.252689694856,2870.0600000000004,0,0.9791666666666666,0.9661458333333334,0.9748263888888888,0.9244791666666666,0.6232638888888888
deadline_cost_failover,4253,0.8736111111111111,36,0,1.1916015761995855,2013.2193215800241,3182.0,0,0.9348958333333334,0.9296875,0.953125,0.8828125,0.6675347222222222
deadline_cost_failover,4391,0.8980902777777777,36,0,1.2281311898878793,2138.687573168531,2878.6400000000003,0,0.9869791666666666,0.9609375,0.9817708333333334,0.8932291666666666,0.6675347222222222
deadline_cost_failover,4513,0.8708333333333333,36,0,1.2141863761358203,2057.875131238012,3126.6800000000003,0,0.9661458333333334,0.9166666666666666,0.9626736111111112,0.8697916666666666,0.6388888888888888
deadline_cost_failover,4639,0.8784722222222222,36,0,1.238629078325097,2145.5391959444564,2810.6000000000004,0,0.9748263888888888,0.9453125,0.9774305555555556,0.9027777777777778,0.5920138888888888
deadline_cost_failover,4783,0.8982638888888889,36,0,1.2304544290344863,2147.4096112840684,2871.5200000000004,0,0.9782986111111112,0.9722222222222222,0.9878472222222222,0.8949652777777778,0.6579861111111112
deadline_cost_failover,4903,0.8993055555555556,36,0,1.189771694165471,2087.4898569617603,2933.1600000000003,0,0.9739583333333334,0.9592013888888888,0.9800347222222222,0.9184027777777778,0.6649305555555556
deadline_cost_failover,5021,0.8782986111111111,36,0,1.229386928104575,2203.151828229207,2403.1000000000004,0,0.9765625,0.9661458333333334,0.9713541666666666,0.8975694444444444,0.5798611111111112
deadline_cost_failover,5153,0.8871527777777778,36,0,1.2803337644136246,2158.781556845495,2460.2400000000007,0,0.9652777777777778,0.9444444444444444,0.9704861111111112,0.8793402777777778,0.6762152777777778
deadline_cost_failover,5279,0.9006944444444445,36,0,1.2235748445719752,2187.9788152129045,2407.82,0,0.9809027777777778,0.9791666666666666,0.9756944444444444,0.9053819444444444,0.6623263888888888
deadline_cost_failover,5413,0.8751736111111111,36,0,1.2854758057016844,2193.420123394699,2926.4000000000005,0,0.9678819444444444,0.9470486111111112,0.9730902777777778,0.8828125,0.6050347222222222
deadline_cost_failover,5521,0.8972222222222223,36,0,1.1980752703384876,2102.4633296223224,2865.5600000000004,0,0.9869791666666666,0.9644097222222222,0.9800347222222222,0.9236111111111112,0.6310763888888888
deadline_cost_failover,5651,0.8894097222222223,36,0,1.212025151442691,2114.493603260765,2888.1600000000003,0,0.9835069444444444,0.953125,0.9782986111111112,0.9088541666666666,0.6232638888888888
deadline_cost_failover,5779,0.9258680555555555,36,0,1.2100293446782506,2103.818754795459,2188.040000000001,0,0.9939236111111112,0.9817708333333334,0.9878472222222222,0.9114583333333334,0.7543402777777778
deadline_cost_failover,5903,0.8677083333333333,36,0,1.2954778415431214,2323.5402813757887,1700.020000000001,0,0.9748263888888888,0.9548611111111112,0.9505208333333334,0.8532986111111112,0.6050347222222222
deadline_cost_failover,6037,0.8373263888888889,36,0,1.2482335312715873,2083.4625254030784,3227.96,0,0.9435763888888888,0.8585069444444444,0.9331597222222222,0.8246527777777778,0.6267361111111112
deadline_cost_failover,6151,0.8680555555555556,36,0,1.2399227270311919,2015.0570495354232,3202.44,0,0.9670138888888888,0.9288194444444444,0.9357638888888888,0.8368055555555556,0.671875
deadline_cost_failover,6271,0.903125,36,0,1.1944203085976939,2093.1964497575173,2887.0800000000004,0,0.9791666666666666,0.96875,0.9921875,0.9253472222222222,0.6501736111111112
deadline_cost_failover,6397,0.8835069444444444,36,0,1.2558959688346882,2106.4937554927956,3035.6400000000003,0,0.9618055555555556,0.9565972222222222,0.9730902777777778,0.8880208333333334,0.6380208333333334
fso_no_feedback,4001,0.8960069444444444,36,0,1.317149912986875,2204.494911379313,2050.4000000000005,0,0.9774305555555556,0.9131944444444444,0.9548611111111112,0.9019097222222222,0.7326388888888888
fso_no_feedback,4127,0.9189236111111111,36,0,1.2146819723417823,2141.063543584466,1949.0400000000006,0,0.9791666666666666,0.9661458333333334,0.9748263888888888,0.9244791666666666,0.75
fso_no_feedback,4253,0.9300347222222223,36,0,1.1916015761995855,2091.5922891273117,2016.3800000000008,0,0.9809027777777778,0.9496527777777778,0.9782986111111112,0.9227430555555556,0.8185763888888888
fso_no_feedback,4391,0.9225694444444444,36,0,1.2281311898878793,2144.6625546332184,1947.3600000000008,0,0.9869791666666666,0.9644097222222222,0.9817708333333334,0.8940972222222222,0.7855902777777778
fso_no_feedback,4513,0.9196180555555555,36,0,1.2141863761358203,2129.5642085635786,2066.5200000000004,0,0.9921875,0.9453125,0.9774305555555556,0.9114583333333334,0.7717013888888888
fso_no_feedback,4639,0.9095486111111111,36,0,1.238601074047505,2143.680649239748,1960.1800000000007,0,0.9782986111111112,0.9279513888888888,0.9774305555555556,0.9036458333333334,0.7604166666666666
fso_no_feedback,4783,0.9262152777777778,36,0,1.2304544290344863,2149.184040895162,1947.0800000000008,0,0.9782986111111112,0.9704861111111112,0.9878472222222222,0.8949652777777778,0.7994791666666666
fso_no_feedback,4903,0.9248263888888889,36,0,1.189771694165471,2090.2974540964906,1941.9800000000007,0,0.9826388888888888,0.9609375,0.9809027777777778,0.9166666666666666,0.7829861111111112
fso_no_feedback,5021,0.89375,36,0,1.2860977741909771,2213.5406693841887,1898.0600000000004,0,0.9774305555555556,0.9071180555555556,0.9661458333333334,0.8897569444444444,0.7282986111111112
fso_no_feedback,5153,0.9008680555555556,36,0,1.2802835864020405,2189.2940189036144,1968.7600000000007,0,0.9722222222222222,0.9149305555555556,0.9739583333333334,0.8949652777777778,0.7482638888888888
fso_no_feedback,5279,0.9125,36,0,1.2429158317391997,2172.363082764084,1825.1800000000003,0,0.9809027777777778,0.9409722222222222,0.9791666666666666,0.8993055555555556,0.7621527777777778
fso_no_feedback,5413,0.9038194444444444,36,0,1.2854276595462033,2184.9335268523932,2025.1600000000008,0,0.9678819444444444,0.9314236111111112,0.9730902777777778,0.8828125,0.7638888888888888
fso_no_feedback,5521,0.9217013888888889,36,0,1.1980752703384876,2095.869222422179,1978.1000000000006,0,0.9852430555555556,0.9487847222222222,0.9869791666666666,0.9149305555555556,0.7725694444444444
fso_no_feedback,5651,0.9175347222222222,36,0,1.212025151442691,2118.54116587443,2053.9000000000005,0,0.9835069444444444,0.953125,0.9800347222222222,0.9088541666666666,0.7621527777777778
fso_no_feedback,5779,0.9279513888888888,36,0,1.2211545990754025,2131.0080798748345,1826.4600000000007,0,0.9913194444444444,0.9791666666666666,0.9826388888888888,0.9036458333333334,0.7829861111111112
fso_no_feedback,5903,0.9130208333333333,36,0,1.250553445321218,2133.9791062525132,2019.4800000000007,0,0.9809027777777778,0.9401041666666666,0.96875,0.8819444444444444,0.7934027777777778
fso_no_feedback,6037,0.9022569444444445,36,0,1.2482335312715873,2164.6040331474337,1962.4000000000008,0,0.9817708333333334,0.921875,0.9739583333333334,0.8914930555555556,0.7421875
fso_no_feedback,6151,0.9303819444444444,36,0,1.2399227270311919,2145.3819066093247,2080.7000000000007,0,0.9913194444444444,0.9609375,0.9791666666666666,0.9079861111111112,0.8125
fso_no_feedback,6271,0.9274305555555555,36,0,1.1944203085976939,2087.0070259114977,1941.7000000000007,0,0.9809027777777778,0.9722222222222222,0.9913194444444444,0.9184027777777778,0.7743055555555556
fso_no_feedback,6397,0.9222222222222223,36,0,1.2669920067484988,2151.84757314137,2008.5000000000005,0,0.9774305555555556,0.9513888888888888,0.9774305555555556,0.9079861111111112,0.796875
