comparison,baseline,paired_replicates,mean_difference,ci_low,ci_high,p_value,p_value_bh
fso-minus-fso_no_feedback,fso_no_feedback,12,-0.0018084490740740515,-0.0033998842592592358,-0.0002170138888888763,0.051231625612479584,0.051231625612479584
