strategy,lane,attempts
deadline_cost_failover,direct-0,82
deadline_cost_failover,ephemeral-0,40646
deadline_cost_failover,ephemeral-1,121
deadline_cost_failover,generated-0,114132
deadline_cost_failover,generated-1,1778
fso_no_feedback,direct-0,62
fso_no_feedback,ephemeral-0,56692
fso_no_feedback,ephemeral-1,16079
fso_no_feedback,fixed-0,4
fso_no_feedback,generated-0,61647
fso_no_feedback,generated-1,30813
