strategy,lane,attempts
deadline_cost_failover,direct-0,1947
deadline_cost_failover,ephemeral-0,29459
deadline_cost_failover,ephemeral-1,369
deadline_cost_failover,generated-0,113349
deadline_cost_failover,generated-1,6185
fso_no_feedback,direct-0,217
fso_no_feedback,ephemeral-0,44426
fso_no_feedback,ephemeral-1,13672
fso_no_feedback,fixed-0,10
fso_no_feedback,generated-0,78399
fso_no_feedback,generated-1,19344
