strategy,replicates,auac,auac_ci_low,auac_ci_high,t50,t50_ci_low,t50_ci_high,byte_overhead,byte_overhead_ci_low,byte_overhead_ci_high,mean_completion_ms,mean_completion_ms_ci_low,mean_completion_ms_ci_high,endpoint_risk_exposure,endpoint_risk_exposure_ci_low,endpoint_risk_exposure_ci_high,t50_event_fraction,provider_controlled_attempts,auac_text,auac_text_ci_low,auac_text_ci_high,auac_presence,auac_presence_ci_low,auac_presence_ci_high,auac_media,auac_media_ci_low,auac_media_ci_high,auac_file,auac_file_ci_low,auac_file_ci_high,auac_realtime,auac_realtime_ci_low,auac_realtime_ci_high
deadline_cost_failover,20,0.9138368055555552,0.907203125,0.920113498263889,36.0,36.0,36.0,1.239269414654073,1.223574010572759,1.2550141336514957,2132.397084455154,2114.237058140607,2149.273950902218,2184.081,2094.435375,2277.00025,0.0,0,0.9798177083333336,0.9746093750000002,0.9837239583333334,0.9385850694444444,0.9272135416666666,0.9494802517361111,0.9737847222222223,0.9680121527777776,0.9787760416666667,0.9008680555555555,0.8936599392361111,0.9079014756944447,0.7761284722222223,0.761240234375,0.7893663194444444
fso_no_feedback,20,0.9143229166666668,0.9086801215277776,0.9197656249999998,36.0,36.0,36.0,1.23922787452176,1.2234795340845688,1.2551317456667794,2137.8351785447776,2121.0743970248545,2154.2238213192527,1951.3750000000007,1946.9706750000007,1955.9850250000006,0.0,0,0.9809027777777777,0.9778200954861112,0.9837673611111113,0.9451822916666666,0.9361979166666667,0.9527777777777777,0.9755642361111112,0.9719607204861112,0.9791232638888889,0.9018229166666666,0.8946614583333334,0.9091178385416665,0.7681423611111111,0.7549045138888889,0.7808593749999999
