strategy,replicates,auac,auac_ci_low,auac_ci_high,t50,t50_ci_low,t50_ci_high,byte_overhead,byte_overhead_ci_low,byte_overhead_ci_high,mean_completion_ms,mean_completion_ms_ci_low,mean_completion_ms_ci_high,endpoint_risk_exposure,endpoint_risk_exposure_ci_low,endpoint_risk_exposure_ci_high,t50_event_fraction,provider_controlled_attempts,auac_text,auac_text_ci_low,auac_text_ci_high,auac_presence,auac_presence_ci_low,auac_presence_ci_high,auac_media,auac_media_ci_low,auac_media_ci_high,auac_file,auac_file_ci_low,auac_file_ci_high,auac_realtime,auac_realtime_ci_low,auac_realtime_ci_high
deadline_cost_failover,20,0.9214583333333334,0.9187065972222224,0.9239585503472223,36.0,36.0,36.0,1.2127361379456931,1.2058809345367383,1.2189352667923707,2120.393632344074,2108.301724023175,2131.5184465217817,1905.1160000000007,1868.2997000000005,1954.2973250000005,0.0,0,0.9761718750000001,0.9727430555555555,0.9796006944444446,0.9652777777777779,0.9622819010416667,0.9686642795138889,0.9786458333333334,0.976736111111111,0.980642361111111,0.9065972222222222,0.9014756944444444,0.9113715277777776,0.7805989583333333,0.7695312500000001,0.7908420138888888
direct_only,20,0.8292447916666668,0.8240355902777777,0.8342623697916665,36.0,36.0,36.0,1.0000306073648975,1.0000306073648975,1.0000306073648975,1645.7245370673274,1642.9046851018622,1648.5872032011973,5068.799999999999,5068.799999999999,5068.799999999999,0.0,0,0.8963975694444443,0.8871527777777777,0.904951171875,0.8909288194444442,0.8821180555555557,0.898611111111111,0.9067274305555557,0.8999989149305556,0.9129774305555554,0.7816406249999999,0.7720909288194444,0.7904090711805555,0.6705295138888889,0.6611968315972222,0.680166015625
ephemeral_only,20,0.7680815972222221,0.7614581163194445,0.7740718315972223,36.0,36.0,36.0,1.0000306073648975,1.0000306073648975,1.0000306073648975,2043.9101825331186,2040.8151263316142,2046.9363167059953,460.8000000000002,460.8000000000002,460.8000000000002,0.0,0,0.8594184027777777,0.8489572482638889,0.8696191406250001,0.85703125,0.8481336805555557,0.8654958767361112,0.8736111111111111,0.8648426649305556,0.8820323350694445,0.7462239583333334,0.734201388888889,0.7576388888888889,0.5041232638888888,0.49179578993055556,0.5158420138888888
fixed_only,20,0.7341232638888889,0.7273687065972223,0.7406770833333333,36.0,36.0,36.0,1.0000306073648975,1.0000306073648975,1.0000306073648975,1845.8996101191296,1842.413797094792,1849.1870987726313,5183.999999999998,5183.999999999998,5183.999999999998,0.0,0,0.8141493055555555,0.8006922743055556,0.827431640625,0.8110677083333334,0.8029058159722221,0.8194021267361112,0.8134982638888889,0.8051215277777779,0.8213975694444444,0.6921440972222224,0.6761697048611112,0.7071625434027778,0.5397569444444444,0.5267361111111112,0.5524750434027778
fso,20,0.9210937499999998,0.917759765625,0.9245141059027779,36.0,36.0,36.0,1.2213285445560338,1.2117939248822667,1.230512370286512,2153.259576765249,2131.611997192367,2177.12452409891,1787.8960000000002,1670.6684249999998,1939.073475,0.0,0,0.9766493055555557,0.9731336805555557,0.9799913194444443,0.9638454861111109,0.9585503472222221,0.9684906684027778,0.9791232638888887,0.9758246527777779,0.9818153211805557,0.9056857638888889,0.8986100260416666,0.9121104600694446,0.7801649305555556,0.7653168402777778,0.7947504340277779
fso_fixed_code,20,0.8947743055555556,0.8913541666666667,0.8980737847222222,36.0,36.0,36.0,1.6492706838833093,1.6492706838833093,1.6492706838833093,2026.1934617659692,2020.5358714565828,2031.9393906578478,3617.244000000001,3612.498325000001,3622.1742500000005,0.0,0,0.9827256944444442,0.9798611111111113,0.9855034722222221,0.9098524305555555,0.9042089843749999,0.9161458333333332,0.9555121527777779,0.9510850694444446,0.9602007378472223,0.8833767361111111,0.8755631510416668,0.8914930555555554,0.742404513888889,0.7314214409722222,0.7522146267361111
fso_no_diversity,20,0.9198784722222222,0.9159461805555557,0.9236030815972224,36.0,36.0,36.0,1.2160695434467823,1.20611948583878,1.226639949322327,2138.9277836209812,2115.1231077374227,2168.404692285046,1740.3440000000005,1565.0091000000004,1859.0816250000005,0.0,0,0.9788628472222225,0.9755208333333334,0.9820323350694445,0.9628906249999998,0.9573773871527778,0.9677962239583332,0.977734375,0.974826388888889,0.9803819444444445,0.9063802083333334,0.8997819010416667,0.9125868055555555,0.7735243055555555,0.7622395833333334,0.7845985243055555
fso_no_feedback,20,0.9217274305555554,0.9190277777777778,0.9243669704861112,36.0,36.0,36.0,1.2122683163956638,1.2049413120856913,1.219469055512381,2119.2869122891725,2108.6162700778655,2129.8850008436234,1852.1940000000002,1845.150425,1858.7232000000004,0.0,0,0.9796875000000002,0.976736111111111,0.982638888888889,0.9648871527777777,0.9616319444444447,0.9684038628472222,0.9799913194444445,0.9777777777777779,0.9822916666666666,0.9068142361111112,0.9013009982638888,0.9123697916666667,0.7772569444444445,0.7664051649305555,0.7875878906249999
fso_no_redundancy,20,0.8127083333333334,0.8014390190972225,0.8228580729166667,36.0,36.0,36.0,1.0000306073648975,1.0000306073648975,1.0000306073648975,1948.5313789409652,1925.801581956517,1972.8630237236673,1377.3960000000002,1124.3762000000004,1600.768125,0.0,0,0.9034288194444443,0.8900151909722221,0.9150173611111111,0.8960069444444445,0.8870638020833334,0.9054253472222221,0.9144097222222222,0.9013422309027778,0.9268695746527778,0.7813368055555556,0.7688791232638889,0.7939246961805555,0.5683593750000001,0.5518663194444444,0.5849848090277777
fso_no_semantics,20,0.9333246527777778,0.930607638888889,0.9356512586805557,36.0,36.0,36.0,2.000061214729795,2.000061214729795,2.000061214729795,1852.6902521959023,1848.4471889198085,1856.6739708340633,2133.404000000001,2100.010100000001,2162.544850000001,0.0,0,0.9833333333333332,0.980685763888889,0.985939670138889,0.9827690972222219,0.9808593749999999,0.9847656249999999,0.9874565972222221,0.9854600694444444,0.9895833333333333,0.9361545138888887,0.9316840277777777,0.9404079861111111,0.7769097222222222,0.765537109375,0.7869368489583333
