run_id,seed,architecture,censor,network,layer_mask,auac,t50,t50_observed,endpoint_burns,endpoint_exposure_epochs,endpoint_burn_rate,mean_tpr,mean_fpr,mean_precision,auac_text,auac_media,auac_file,auac_presence,auac_realtime
run-00282,1301,fixed_proxy,path_endpoint,impaired,PE-,0.12326388888888887,2,1,22,360,0.06111111111111111,0.18238888888888888,0.0010277777777777778,0.2377485879088749,0.2673611111111111,0.18055555555555555,0.08159722222222222,0.08333333333333333,0.003472222222222222
run-00283,1429,fixed_proxy,path_endpoint,impaired,PE-,0.11770833333333333,1,1,23,360,0.06388888888888888,0.222,0.0015416666666666669,0.17785830339378583,0.2569444444444444,0.19618055555555555,0.078125,0.05381944444444445,0.003472222222222222
run-00284,1543,fixed_proxy,path_endpoint,impaired,PE-,0.41006944444444454,3,1,14,360,0.03888888888888889,0.044277777777777784,6.944444444444444e-05,0.8719373132698304,0.7204861111111112,0.5868055555555556,0.328125,0.3940972222222222,0.020833333333333332
run-00285,1601,fixed_proxy,path_endpoint,impaired,PE-,0.05972222222222222,0,1,23,360,0.06388888888888888,0.3575,0.004111111111111111,0.09979929649431195,0.1545138888888889,0.09722222222222222,0.026041666666666668,0.019097222222222224,0.001736111111111111
run-00286,1741,fixed_proxy,path_endpoint,impaired,PE-,0.19062500000000002,3,1,24,360,0.06666666666666667,0.11222222222222222,0.0003333333333333333,0.5794373145249668,0.4114583333333333,0.3125,0.11458333333333333,0.1111111111111111,0.003472222222222222
run-00287,1871,fixed_proxy,path_endpoint,impaired,PE-,0.07812499999999999,1,1,24,360,0.06666666666666667,0.24988888888888894,0.0019722222222222224,0.14041882205230974,0.19791666666666666,0.11805555555555555,0.029513888888888888,0.04513888888888889,0.0
run-00288,1999,fixed_proxy,path_endpoint,impaired,PE-,0.09756944444444444,1,1,24,360,0.06666666666666667,0.21161111111111108,0.0010694444444444447,0.25297219961661427,0.19791666666666666,0.1545138888888889,0.06770833333333333,0.06597222222222222,0.001736111111111111
run-00289,2081,fixed_proxy,path_endpoint,impaired,PE-,0.13680555555555554,1,1,17,360,0.04722222222222222,0.17327777777777778,0.0007777777777777778,0.3579735453936054,0.2465277777777778,0.19791666666666666,0.10590277777777778,0.13020833333333334,0.003472222222222222
run-00290,2203,fixed_proxy,path_endpoint,impaired,PE-,0.18194444444444446,2,1,27,360,0.075,0.14150000000000001,0.0005416666666666668,0.4070429499642248,0.3958333333333333,0.2569444444444444,0.125,0.12152777777777778,0.010416666666666666
run-00291,2333,fixed_proxy,path_endpoint,impaired,PE-,0.15034722222222224,2,1,19,360,0.05277777777777778,0.16383333333333336,0.0006805555555555556,0.36896580660235645,0.3263888888888889,0.2152777777777778,0.12152777777777778,0.08333333333333333,0.005208333333333333
run-00292,2441,fixed_proxy,path_endpoint,impaired,PE-,0.13020833333333334,2,1,22,360,0.06111111111111111,0.15233333333333332,0.000763888888888889,0.3262746048206771,0.22916666666666666,0.20833333333333334,0.09895833333333333,0.109375,0.005208333333333333
run-00293,2551,fixed_proxy,path_endpoint,impaired,PE-,0.12638888888888886,1,1,26,360,0.07222222222222222,0.16988888888888887,0.0008333333333333335,0.3093155250117036,0.2899305555555556,0.22395833333333334,0.04861111111111111,0.06944444444444445,0.0
run-00294,2683,fixed_proxy,path_endpoint,impaired,PE-,0.07256944444444445,0,1,23,360,0.06388888888888888,0.32405555555555554,0.002611111111111111,0.13552128996064866,0.19618055555555555,0.0954861111111111,0.03298611111111111,0.03819444444444445,0.0
run-00295,2791,fixed_proxy,path_endpoint,impaired,PE-,0.11458333333333333,0,1,23,360,0.06388888888888888,0.19527777777777777,0.0011388888888888892,0.21909243774568596,0.20833333333333334,0.1840277777777778,0.08159722222222222,0.0954861111111111,0.003472222222222222
run-00296,2903,fixed_proxy,path_endpoint,impaired,PE-,0.18020833333333333,2,1,22,360,0.06111111111111111,0.09249999999999999,0.00016666666666666666,0.7187913638478427,0.3888888888888889,0.2881944444444444,0.09375,0.1267361111111111,0.003472222222222222
run-00297,3011,fixed_proxy,path_endpoint,impaired,PE-,0.20381944444444444,2,1,20,360,0.05555555555555555,0.10094444444444445,0.00025,0.6667148389447273,0.3767361111111111,0.3020833333333333,0.14756944444444445,0.1875,0.005208333333333333
run-00298,3137,fixed_proxy,path_endpoint,impaired,PE-,0.1329861111111111,2,1,26,360,0.07222222222222222,0.1416666666666667,0.0006944444444444446,0.3285289424837758,0.2534722222222222,0.1909722222222222,0.09375,0.11805555555555555,0.008680555555555556
run-00299,3251,fixed_proxy,path_endpoint,impaired,PE-,0.12187500000000001,0,1,24,360,0.06666666666666667,0.17466666666666666,0.0010694444444444447,0.24751580873332715,0.2222222222222222,0.1840277777777778,0.08159722222222222,0.11805555555555555,0.003472222222222222
run-00300,1103,fixed_proxy,adaptive_cross_layer,stable,PEL,0.0763888888888889,1,1,21,360,0.058333333333333334,0.17733333333333334,0.0009583333333333334,0.2430611635582216,0.1545138888888889,0.09895833333333333,0.06770833333333333,0.03993055555555555,0.020833333333333332
run-00301,1201,fixed_proxy,adaptive_cross_layer,stable,PEL,0.13333333333333336,3,1,25,360,0.06944444444444445,0.17366666666666666,0.0006388888888888889,0.4322199346501955,0.2465277777777778,0.1423611111111111,0.10416666666666667,0.0954861111111111,0.078125
